Record Date,Country - Currency Description,Exchange Rate,Effective Date
2023-03-31,Bahrain-Dinar,0.377,2023-03-31
2022-12-31,Bahrain-Dinar,0.377,2022-12-31
2022-09-30,Bahrain-Dinar,0.377,2022-09-30
2022-06-30,Bahrain-Dinar,0.377,2022-06-30
2022-03-31,Bahrain-Dinar,0.377,2022-03-31
2021-12-31,Bahrain-Dinar,0.377,2021-12-31
2021-09-30,Bahrain-Dinar,0.377,2021-09-30
2021-06-30,Bahrain-Dinar,0.377,2021-06-30
2021-03-31,Bahrain-Dinar,0.377,2021-03-31
2020-12-31,Bahrain-Dinar,0.377,2020-12-31
2020-09-30,Bahrain-Dinar,0.377,2020-09-30
2020-06-30,Bahrain-Dinar,0.377,2020-06-30
2020-03-31,Bahrain-Dinar,0.377,2020-03-31
2019-12-31,Bahrain-Dinar,0.377,2019-12-31
2019-09-30,BAHRAIN-DINAR,0.377,2019-09-30
2019-06-30,BAHRAIN-DINAR,0.377,2019-06-30
2019-03-31,BAHRAIN-DINAR,0.377,2019-03-31
2018-12-31,BAHRAIN-DINAR,0.377,2018-12-31
2018-09-30,BAHRAIN-DINAR,0.377,2018-09-30
2018-06-30,BAHRAIN-DINAR,0.377,2018-06-30
2018-03-31,BAHRAIN-DINAR,0.377,2018-03-31
2017-12-31,BAHRAIN-DINAR,0.377,2017-12-31
2017-09-30,BAHRAIN-DINAR,0.377,2017-09-30
2017-06-30,BAHRAIN-DINAR,0.377,2017-06-30
2017-03-31,BAHRAIN-DINAR,0.377,2017-03-31
2016-12-31,BAHRAIN-DINAR,0.377,2016-12-31
2016-09-30,BAHRAIN-DINAR,0.377,2016-09-30
2016-06-30,BAHRAIN-DINAR,0.377,2016-06-30
2016-03-31,BAHRAIN-DINAR,0.377,2016-03-31
2015-12-31,BAHRAIN-DINAR,0.377,2015-12-31
2015-09-30,BAHRAIN-DINAR,0.377,2015-09-30
2015-06-30,BAHRAIN-DINAR,0.377,2015-06-30
2015-03-31,BAHRAIN-DINAR,0.377,2015-03-31
2024-12-31,Bangladesh-Taka,119.0,2024-12-31
2024-09-30,Bangladesh-Taka,119.0,2024-09-30
2024-06-30,Bangladesh-Taka,117.0,2024-06-30
2024-03-31,Bangladesh-Taka,113.0,2024-03-31
2023-12-31,Bangladesh-Taka,113.0,2023-12-31
2023-09-30,Bangladesh-Taka,110.0,2023-09-30
2023-06-30,Bangladesh-Taka,108.0,2023-06-30
2023-03-31,Bangladesh-Taka,105.0,2023-03-31
2022-12-31,Bangladesh-Taka,105.0,2022-12-31
2022-09-30,Bangladesh-Taka,103.0,2022-09-30
2022-06-30,Bangladesh-Taka,94.0,2022-06-30
2022-03-31,Bangladesh-Taka,86.0,2022-03-31
2021-12-31,Bangladesh-Taka,86.0,2021-12-31
2021-09-30,Bangladesh-Taka,85.0,2021-09-30
2021-06-30,Bangladesh-Taka,85.0,2021-06-30
2021-03-31,Bangladesh-Taka,85.0,2021-03-31
2020-12-31,Bangladesh-Taka,85.0,2020-12-31
2020-09-30,Bangladesh-Taka,85.0,2020-09-30
2020-06-30,Bangladesh-Taka,85.0,2020-06-30
2020-03-31,Bangladesh-Taka,85.0,2020-03-31
2019-12-31,Bangladesh-Taka,85.0,2019-12-31
2019-09-30,BANGLADESH-TAKA,84.0,2019-09-30
2019-06-30,BANGLADESH-TAKA,84.0,2019-06-30
2019-03-31,BANGLADESH-TAKA,84.0,2019-03-31
2018-12-31,BANGLADESH-TAKA,84.0,2018-12-31
2018-09-30,BANGLADESH-TAKA,83.0,2018-09-30
2018-06-30,BANGLADESH-TAKA,83.0,2018-06-30
2018-03-31,BANGLADESH-TAKA,82.0,2018-03-31
2017-12-31,BANGLADESH-TAKA,82.0,2017-12-31
2017-09-30,BANGLADESH-TAKA,80.0,2017-09-30
2017-06-30,BANGLADESH-TAKA,80.0,2017-06-30
2017-03-31,BANGLADESH-TAKA,80.0,2017-03-31
2016-12-31,BANGLADESH-TAKA,79.0,2016-12-31
2016-09-30,BANGLADESH-TAKA,79.0,2016-09-30
2016-06-30,BANGLADESH-TAKA,79.0,2016-06-30
2016-03-31,BANGLADESH-TAKA,79.0,2016-03-31
2015-12-31,BANGLADESH-TAKA,79.0,2015-12-31
2015-09-30,BANGLADESH-TAKA,79.0,2015-09-30
2015-06-30,BANGLADESH-TAKA,79.0,2015-06-30
2015-03-31,BANGLADESH-TAKA,79.0,2015-03-31
2024-12-31,Barbados-Dollar,2.02,2024-12-31
2024-09-30,Barbados-Dollar,2.02,2024-09-30
2024-06-30,Barbados-Dollar,2.02,2024-06-30
2024-03-31,Barbados-Dollar,2.02,2024-03-31
2023-12-31,Barbados-Dollar,2.02,2023-12-31
2023-09-30,Barbados-Dollar,2.02,2023-09-30
2023-06-30,Barbados-Dollar,2.02,2023-06-30
2023-03-31,Barbados-Dollar,2.02,2023-03-31
2022-12-31,Barbados-Dollar,2.02,2022-12-31
2022-09-30,Barbados-Dollar,2.02,2022-09-30
2022-06-30,Barbados-Dollar,2.02,2022-06-30
2022-03-31,Barbados-Dollar,2.02,2022-03-31
2021-12-31,Barbados-Dollar,2.02,2021-12-31
2021-09-30,Barbados-Dollar,2.02,2021-09-30
2021-06-30,Barbados-Dollar,2.02,2021-06-30
2021-03-31,Barbados-Dollar,2.02,2021-03-31
2020-12-31,Barbados-Dollar,2.02,2020-12-31
2020-09-30,Barbados-Dollar,2.02,2020-09-30
2020-06-30,Barbados-Dollar,2.02,2020-06-30
2020-03-31,Barbados-Dollar,2.02,2020-03-31
2019-12-31,Barbados-Dollar,2.02,2019-12-31
2019-09-30,BARBADOS-DOLLAR,2.02,2019-09-30
2019-06-30,BARBADOS-DOLLAR,2.02,2019-06-30
2019-03-31,BARBADOS-DOLLAR,2.02,2019-03-31
2018-12-31,BARBADOS-DOLLAR,2.02,2018-12-31
2018-09-30,BARBADOS-DOLLAR,2.02,2018-09-30
2018-06-30,BARBADOS-DOLLAR,2.02,2018-06-30
2018-03-31,BARBADOS-DOLLAR,2.02,2018-03-31
2017-12-31,BARBADOS-DOLLAR,2.02,2017-12-31
2017-09-30,BARBADOS-DOLLAR,2.02,2017-09-30
2017-06-30,BARBADOS-DOLLAR,2.02,2017-06-30
2017-03-31,BARBADOS-DOLLAR,2.02,2017-03-31
2016-12-31,BARBADOS-DOLLAR,2.02,2016-12-31
2016-09-30,BARBADOS-DOLLAR,2.02,2016-09-30
2016-06-30,BARBADOS-DOLLAR,2.02,2016-06-30
2016-03-31,BARBADOS-DOLLAR,2.02,2016-03-31
2015-12-31,BARBADOS-DOLLAR,2.02,2015-12-31
2015-09-30,BARBADOS-DOLLAR,2.02,2015-09-30
2015-06-30,BARBADOS-DOLLAR,2.02,2015-06-30
2015-03-31,BARBADOS-DOLLAR,2.02,2015-03-31
2024-12-31,Belarus-New Ruble,3.443,2024-12-31
2024-09-30,Belarus-New Ruble,3.533,2024-11-29
2024-09-30,Belarus-New Ruble,3.21,2024-09-30
2024-06-30,Belarus-New Ruble,3.162,2024-06-30
2023-09-30,Belarus-New Ruble,3.264,2023-09-30
2023-06-30,Belarus-New Ruble,3.265,2023-08-15
2023-06-30,Belarus-New Ruble,2.933,2023-06-30
2023-03-31,Belarus-New Ruble,2.933,2023-05-31
2023-03-31,Belarus-New Ruble,2.518,2023-03-31
2022-12-31,Belarus-New Ruble,2.518,2022-12-31
2022-09-30,Belarus-New Ruble,2.518,2022-09-30
2021-12-31,Belarus-New Ruble,3.05,2022-02-28
2021-12-31,Belarus-New Ruble,2.544,2021-12-31
2021-09-30,Belarus-New Ruble,2.508,2021-09-30
2021-06-30,Belarus-New Ruble,2.524,2021-06-30
2021-03-31,Belarus-New Ruble,2.619,2021-03-31
2020-12-31,Belarus-New Ruble,2.598,2020-12-31
2020-09-30,Belarus-New Ruble,2.614,2020-09-30
2020-09-30,Belarus-Ruble,2.647,2020-09-30
2020-06-30,Belarus-New Ruble,2.647,2020-06-30
2020-03-31,Belarus-New Ruble,2.602,2020-03-31
2019-12-31,Belarus-New Ruble,2.34,2019-12-31
2019-09-30,BELARUS-NEW RUBLE,2.074,2019-09-30
2019-06-30,BELARUS-NEW RUBLE,2.02,2019-06-30
2019-03-31,BELARUS-NEW RUBLE,2.129,2019-03-31
2018-12-31,BELARUS-NEW RUBLE,2.16,2018-12-31
2018-09-30,BELARUS-NEW RUBLE,2.109,2018-09-30
2018-06-30,BELARUS-NEW RUBLE,2.001,2018-06-30
2018-03-31,BELARUS-NEW RUBLE,1.951,2018-03-31
2017-12-31,BELARUS-NEW RUBLE,1.973,2017-12-31
2017-09-30,BELARUS-NEW RUBLE,1.969,2017-09-30
2017-06-30,BELARUS-NEW RUBLE,1.934,2017-06-30
2017-06-30,BELARUS-RUBLE,19336.0,2017-06-30
2017-03-31,BELARUS-NEW RUBLE,1.872,2017-03-31
2017-03-31,BELARUS-RUBLE,18720.0,2017-03-31
2016-12-31,BELARUS-NEW RUBLE,1.959,2016-12-31
2016-12-31,BELARUS-RUBLE,19585.0,2016-12-31
2016-09-30,BELARUS-NEW RUBLE,1.926,2016-09-30
2016-09-30,BELARUS-RUBLE,19264.0,2016-09-30
2016-06-30,BELARUS-RUBLE,20053.0,2016-06-30
2016-03-31,BELARUS-RUBLE,20133.0,2016-03-31
2015-12-31,BELARUS-RUBLE,18555.0,2015-12-31
2015-09-30,BELARUS-RUBLE,17703.0,2015-09-30
2015-06-30,BELARUS-RUBLE,15346.0,2015-06-30
2015-03-31,BELARUS-RUBLE,14740.0,2015-03-31
2022-06-30,Belaruse-New Ruble,2.518,2022-07-15
2022-06-30,Belaruse-New Ruble,3.314,2022-06-30
2024-12-31,Belgium-Euro,0.961,2024-12-31
2021-12-31,Belgium-Euro,0.882,2021-12-31
2021-09-30,Belgium-Euro,0.864,2021-09-30
2020-09-30,Belgium-Euro,0.854,2020-09-30
2020-06-30,Belgium-Euro,0.893,2020-06-30
2020-03-31,Belgium-Euro,0.914,2020-03-31
2019-12-31,Belgium-Euro,0.89,2019-12-31
2019-09-30,BELGIUM-EURO,0.917,2019-09-30
2019-06-30,BELGIUM-EURO,0.879,2019-06-30
2019-03-31,BELGIUM-EURO,0.89,2019-03-31
2018-12-31,BELGIUM-EURO,0.872,2018-12-31
2018-09-30,BELGIUM-EURO,0.863,2018-09-30
2018-06-30,BELGIUM-EURO,0.858,2018-06-30
2018-03-31,BELGIUM-EURO,0.811,2018-03-31
2017-12-31,BELGIUM-EURO,0.833,2017-12-31
2017-09-30,BELGIUM-EURO,0.847,2017-09-30
2017-06-30,BELGIUM-EURO,0.877,2017-06-30
2017-03-31,BELGIUM-EURO,0.936,2017-03-31
2016-12-31,BELGIUM-EURO,0.949,2016-12-31
2016-09-30,BELGIUM-EURO,0.896,2016-09-30
2016-06-30,BELGIUM-EURO,0.9,2016-06-30
2016-03-31,BELGIUM-EURO,0.878,2016-03-31
2015-12-31,BELGIUM-EURO,0.919,2015-12-31
2015-09-30,BELGIUM-EURO,0.892,2015-09-30
2015-06-30,BELGIUM-EURO,0.895,2015-06-30
2015-03-31,BELGIUM-EURO,0.93,2015-03-31
2024-12-31,Belize-Dollar,2.0,2024-12-31
2024-09-30,Belize-Dollar,2.0,2024-09-30
2024-06-30,Belize-Dollar,2.0,2024-06-30
2024-03-31,Belize-Dollar,2.0,2024-03-31
2023-12-31,Belize-Dollar,2.0,2023-12-31
2023-09-30,Belize-Dollar,2.0,2023-09-30
2023-06-30,Belize-Dollar,2.0,2023-06-30
2023-03-31,Belize-Dollar,2.0,2023-03-31
2022-12-31,Belize-Dollar,2.0,2022-12-31
2022-09-30,Belize-Dollar,2.0,2022-09-30
2022-06-30,Belize-Dollar,2.0,2022-06-30
2022-03-31,Belize-Dollar,2.0,2022-03-31
2021-12-31,Belize-Dollar,2.0,2021-12-31
2021-09-30,Belize-Dollar,2.0,2021-09-30
2021-06-30,Belize-Dollar,2.0,2021-06-30
2021-03-31,Belize-Dollar,2.0,2021-03-31
2020-12-31,Belize-Dollar,2.0,2020-12-31
2020-09-30,Belize-Dollar,2.0,2020-09-30
2020-06-30,Belize-Dollar,2.0,2020-06-30
2020-03-31,Belize-Dollar,2.0,2020-03-31
2019-12-31,Belize-Dollar,2.0,2019-12-31
2019-09-30,BELIZE-DOLLAR,2.0,2019-09-30
2019-06-30,BELIZE-DOLLAR,2.0,2019-06-30
2019-03-31,BELIZE-DOLLAR,2.0,2019-03-31
2018-12-31,BELIZE-DOLLAR,2.0,2018-12-31
2018-09-30,BELIZE-DOLLAR,2.0,2018-09-30
2018-06-30,BELIZE-DOLLAR,2.0,2018-06-30
2018-03-31,BELIZE-DOLLAR,2.0,2018-03-31
2017-12-31,BELIZE-DOLLAR,2.0,2017-12-31
2017-09-30,BELIZE-DOLLAR,2.0,2017-09-30
2017-06-30,BELIZE-DOLLAR,2.0,2017-06-30
2017-03-31,BELIZE-DOLLAR,2.0,2017-03-31
2016-12-31,BELIZE-DOLLAR,2.0,2016-12-31
2016-09-30,BELIZE-DOLLAR,2.0,2016-09-30
2016-06-30,BELIZE-DOLLAR,2.0,2016-06-30
2016-03-31,BELIZE-DOLLAR,2.0,2016-03-31
2015-12-31,BELIZE-DOLLAR,2.0,2015-12-31
2015-09-30,BELIZE-DOLLAR,2.0,2015-09-30
2015-06-30,BELIZE-DOLLAR,2.0,2015-06-30
2015-03-31,BELIZE-DOLLAR,2.0,2015-03-31
2024-12-31,Benin-CFA Franc,626.0,2024-12-31
2024-09-30,Benin-CFA Franc,585.75,2024-09-30
2024-06-30,Benin-CFA Franc,609.0,2024-06-30
2024-03-31,Benin-CFA Franc,603.75,2024-03-31
2023-12-31,Benin-CFA Franc,589.0,2023-12-31
2023-09-30,Benin-CFA Franc,615.0,2023-09-30
2023-06-30,Benin-CFA Franc,628.64,2023-06-30
2023-03-31,Benin-CFA Franc,600.45,2023-03-31
2022-12-31,Benin-CFA Franc,614.84,2022-12-31
2022-09-30,Benin-CFA Franc,673.48,2022-09-30
2022-06-30,Benin-CFA Franc,621.25,2022-06-30
2022-03-31,Benin-CFA Franc,584.0,2022-03-31
2021-12-31,Benin-CFA Franc,581.84,2021-12-31
2021-09-30,Benin-CFA Franc,569.49,2021-09-30
2021-06-30,Benin-CFA Franc,553.27,2021-06-30
2021-03-31,Benin-CFA Franc,562.06,2021-03-31
2020-12-31,Benin-CFA Franc,529.0,2020-12-31
2020-09-30,Benin-CFA Franc,556.0,2020-09-30
2020-06-30,Benin-CFA Franc,593.02,2020-06-30
2020-03-31,Benin-CFA Franc,589.0,2020-03-31
2019-12-31,Benin-CFA Franc,582.0,2019-12-31
2019-09-30,BENIN-CFA FRANC,596.0,2019-09-30
2019-06-30,BENIN-CFA FRANC,573.5,2019-06-30
2019-03-31,BENIN-CFA FRANC,576.45,2019-03-31
2018-12-31,BENIN-CFA FRANC,568.65,2018-12-31
2018-09-30,BENIN-CFA FRANC,556.92,2018-09-30
2018-06-30,BENIN-CFA FRANC,580.14,2018-06-30
2018-03-31,BENIN-CFA FRANC,529.3,2018-03-31
2017-12-31,BENIN-CFA FRANC,562.33,2017-12-31
2017-09-30,BENIN-CFA FRANC,555.38,2017-09-30
2017-06-30,BENIN-CFA FRANC,579.99,2017-06-30
2017-03-31,BENIN-CFA FRANC,613.62,2017-03-31
2016-12-31,BENIN-CFA FRANC,625.14,2016-12-31
2016-09-30,BENIN-CFA FRANC,587.51,2016-09-30
2016-06-30,BENIN-CFA FRANC,590.69,2016-06-30
2016-03-31,BENIN-CFA FRANC,575.7,2016-03-31
2015-12-31,BENIN-CFA FRANC,602.79,2015-12-31
2015-09-30,BENIN-CFA FRANC,585.31,2015-09-30
2015-06-30,BENIN-CFA FRANC,586.93,2015-06-30
2015-03-31,BENIN-CFA FRANC,606.41,2015-03-31
2024-12-31,Bermuda-Dollar,1.0,2024-12-31
2024-09-30,Bermuda-Dollar,1.0,2024-09-30
2024-06-30,Bermuda-Dollar,1.0,2024-06-30
2024-03-31,Bermuda-Dollar,1.0,2024-03-31
2023-12-31,Bermuda-Dollar,1.0,2023-12-31
2023-09-30,Bermuda-Dollar,1.0,2023-09-30
2023-06-30,Bermuda-Dollar,1.0,2023-06-30
2023-03-31,Bermuda-Dollar,1.0,2023-03-31
2022-12-31,Bermuda-Dollar,1.0,2022-12-31
2022-09-30,Bermuda-Dollar,1.0,2022-09-30
2022-06-30,Bermuda-Dollar,1.0,2022-06-30
2022-03-31,Bermuda-Dollar,1.0,2022-03-31
2021-12-31,Bermuda-Dollar,1.0,2021-12-31
2021-09-30,Bermuda-Dollar,1.0,2021-09-30
2021-06-30,Bermuda-Dollar,1.0,2021-06-30
2021-03-31,Bermuda-Dollar,1.0,2021-03-31
2020-12-31,Bermuda-Dollar,1.0,2020-12-31
2020-09-30,Bermuda-Dollar,1.0,2020-09-30
2020-06-30,Bermuda-Dollar,1.0,2020-06-30
2020-03-31,Bermuda-Dollar,1.0,2020-03-31
2019-12-31,Bermuda-Dollar,1.0,2019-12-31
2019-09-30,BERMUDA-DOLLAR,1.0,2019-09-30
2019-06-30,BERMUDA-DOLLAR,1.0,2019-06-30
2019-03-31,BERMUDA-DOLLAR,1.0,2019-03-31
2018-12-31,BERMUDA-DOLLAR,1.0,2018-12-31
2018-09-30,BERMUDA-DOLLAR,1.0,2018-09-30
2018-06-30,BERMUDA-DOLLAR,1.0,2018-06-30
2018-03-31,BERMUDA-DOLLAR,1.0,2018-03-31
2017-12-31,BERMUDA-DOLLAR,1.0,2017-12-31
2017-09-30,BERMUDA-DOLLAR,1.0,2017-09-30
2017-06-30,BERMUDA-DOLLAR,1.0,2017-06-30
2017-03-31,BERMUDA-DOLLAR,1.0,2017-03-31
2016-12-31,BERMUDA-DOLLAR,1.0,2016-12-31
2016-09-30,BERMUDA-DOLLAR,1.0,2016-09-30
2016-06-30,BERMUDA-DOLLAR,1.0,2016-06-30
2016-03-31,BERMUDA-DOLLAR,1.0,2016-03-31
2015-12-31,BERMUDA-DOLLAR,1.0,2015-12-31
2015-09-30,BERMUDA-DOLLAR,1.0,2015-09-30
2015-06-30,BERMUDA-DOLLAR,1.0,2015-06-30
2015-03-31,BERMUDA-DOLLAR,1.0,2015-03-31
2024-12-31,Bolivia-Boliviano,6.86,2024-12-31
2024-09-30,Bolivia-Boliviano,6.86,2024-09-30
2024-06-30,Bolivia-Boliviano,6.86,2024-06-30
2024-03-31,Bolivia-Boliviano,6.86,2024-03-31
2023-12-31,Bolivia-Boliviano,6.86,2023-12-31
2023-09-30,Bolivia-Boliviano,6.86,2023-09-30
2023-06-30,Bolivia-Boliviano,6.86,2023-06-30
2023-03-31,Bolivia-Boliviano,6.85,2023-03-31
2022-12-31,Bolivia-Boliviano,6.86,2022-12-31
2022-09-30,Bolivia-Boliviano,6.85,2022-09-30
2022-06-30,Bolivia-Boliviano,6.81,2022-06-30
2022-03-31,Bolivia-Boliviano,6.8,2022-03-31
2021-12-31,Bolivia-Boliviano,6.82,2021-12-31
2021-09-30,Bolivia-Boliviano,6.83,2021-09-30
2021-06-30,Bolivia-Boliviano,6.85,2021-06-30
2021-03-31,Bolivia-Boliviano,6.86,2021-03-31
2020-12-31,Bolivia-Boliviano,6.81,2020-12-31
2020-09-30,Bolivia-Boliviano,6.83,2020-09-30
2020-06-30,Bolivia-Boliviano,6.83,2020-06-30
2020-03-31,Bolivia-Boliviano,6.82,2020-03-31
2019-12-31,Bolivia-Boliviano,6.83,2019-12-31
2019-09-30,BOLIVIA-BOLIVIANO,6.84,2019-09-30
2019-06-30,BOLIVIA-BOLIVIANO,6.86,2019-06-30
2019-03-31,BOLIVIA-BOLIVIANO,6.86,2019-03-31
2018-12-31,BOLIVIA-BOLIVIANO,6.85,2018-12-31
2018-09-30,BOLIVIA-BOLIVIANO,6.85,2018-09-30
2018-06-30,BOLIVIA-BOLIVIANO,6.86,2018-06-30
2018-03-31,BOLIVIA-BOLIVIANO,6.86,2018-03-31
2017-12-31,BOLIVIA-BOLIVIANO,6.86,2017-12-31
2017-09-30,BOLIVIA-BOLIVIANO,6.89,2017-09-30
2017-06-30,BOLIVIA-BOLIVIANO,6.9,2017-06-30
2017-03-31,BOLIVIA-BOLIVIANO,6.88,2017-03-31
2016-12-31,BOLIVIA-BOLIVIANO,6.87,2016-12-31
2016-09-30,BOLIVIA-BOLIVIANO,6.86,2016-09-30
2016-06-30,BOLIVIA-BOLIVIANO,6.81,2016-06-30
2016-03-31,BOLIVIA-BOLIVIANO,6.77,2016-03-31
2015-12-31,BOLIVIA-BOLIVIANO,6.86,2015-12-31
2015-09-30,BOLIVIA-BOLIVIANO,6.86,2015-09-30
2015-06-30,BOLIVIA-BOLIVIANO,6.85,2015-06-30
2015-03-31,BOLIVIA-BOLIVIANO,6.86,2015-03-31
2024-12-31,Bosnia-Marka,1.88,2024-12-31
2024-09-30,Bosnia-Marka,1.746,2024-09-30
2024-06-30,Bosnia-Marka,1.828,2024-06-30
2024-03-31,Bosnia-Marka,1.812,2024-03-31
2023-12-31,Bosnia-Marka,1.769,2023-12-31
2023-09-30,Bosnia-Marka,1.846,2023-09-30
2023-06-30,Bosnia-Marka,1.799,2023-06-30
2023-03-31,Bosnia-Marka,1.798,2023-03-31
2022-12-31,Bosnia-Marka,1.83,2022-12-31
2022-09-30,Bosnia-Marka,2.006,2022-09-30
2022-06-30,Bosnia-Marka,1.881,2022-06-30
2022-03-31,Bosnia-Marka,1.761,2022-03-31
2021-12-31,Bosnia-Marka,1.724,2021-12-31
2021-09-30,Bosnia-Marka,1.69,2021-09-30
2021-06-30,Bosnia-Marka,1.646,2021-06-30
2021-03-31,Bosnia-Marka,1.667,2021-03-31
2020-12-31,Bosnia-Marka,1.594,2020-12-31
2020-09-30,Bosnia-Marka,1.671,2020-09-30
2020-06-30,Bosnia-Marka,1.747,2020-06-30
2020-03-31,Bosnia-Marka,1.787,2020-03-31
2019-12-31,Bosnia-Marka,1.741,2019-12-31
2019-09-30,BOSNIA-MARKA,1.794,2019-09-30
2019-06-30,BOSNIA-MARKA,1.72,2019-06-30
2019-03-31,BOSNIA-MARKA,1.741,2019-03-31
2018-12-31,BOSNIA-HERCEGOVINA-MARKA,1.706,2018-12-31
2018-12-31,BOSNIA-MARKA,1.706,2018-12-31
2018-09-30,BOSNIA-HERCEGOVINA-MARKA,1.688,2018-09-30
2018-06-30,BOSNIA-HERCEGOVINA-MARKA,1.678,2018-06-30
2018-03-31,BOSNIA-HERCEGOVINA-MARKA,1.586,2018-03-31
2017-12-31,BOSNIA-HERCEGOVINA-MARKA,1.63,2017-12-31
2017-09-30,BOSNIA-HERCEGOVINA-MARKA,1.656,2017-09-30
2017-06-30,BOSNIA-HERCEGOVINA-MARKA,1.715,2017-06-30
2017-03-31,BOSNIA-HERCEGOVINA-MARKA,1.83,2017-03-31
2016-12-31,BOSNIA-HERCEGOVINA-MARKA,1.856,2016-12-31
2016-09-30,BOSNIA-HERCEGOVINA-MARKA,1.752,2016-09-30
2016-06-30,BOSNIA-HERCEGOVINA-MARKA,1.761,2016-06-30
2016-03-31,BOSNIA-HERCEGOVINA-MARKA,1.716,2016-03-31
2015-12-31,BOSNIA-HERCEGOVINA-MARKA,1.797,2015-12-31
2015-09-30,BOSNIA-HERCEGOVINA-MARKA,1.744,2015-09-30
2015-06-30,BOSNIA-HERCEGOVINA-MARKA,1.75,2015-06-30
2015-03-31,BOSNIA-HERCEGOVINA-MARKA,1.819,2015-03-31
2024-12-31,Botswana-Pula,13.967,2024-12-31
2024-09-30,Botswana-Pula,12.97,2024-09-30
2024-06-30,Botswana-Pula,13.569,2024-06-30
2024-03-31,Botswana-Pula,13.699,2024-03-31
2023-12-31,Botswana-Pula,13.387,2023-12-31
2023-09-30,Botswana-Pula,13.643,2023-09-30
2023-06-30,Botswana-Pula,13.514,2023-06-30
2023-03-31,Botswana-Pula,13.004,2023-03-31
2022-12-31,Botswana-Pula,12.739,2022-12-31
2022-09-30,Botswana-Pula,13.28,2022-09-30
2022-06-30,Botswana-Pula,12.407,2022-06-30
2022-03-31,Botswana-Pula,11.429,2022-03-31
2021-12-31,Botswana-Pula,11.71,2021-12-31
2021-09-30,Botswana-Pula,11.312,2021-09-30
2021-06-30,Botswana-Pula,10.905,2021-06-30
2021-03-31,Botswana-Pula,11.038,2021-03-31
2020-12-31,Botswana-Pula,10.799,2020-12-31
2020-09-30,Botswana-Pula,11.534,2020-09-30
2020-06-30,Botswana-Pula,11.793,2020-06-30
2020-03-31,Botswana-Pula,11.905,2020-03-31
2019-12-31,Botswana-Pula,10.549,2019-12-31
2019-09-30,BOTSWANA-PULA,11.001,2019-09-30
2019-06-30,BOTSWANA-PULA,10.582,2019-06-30
2019-03-31,BOTSWANA-PULA,10.718,2019-03-31
2018-12-31,BOTSWANA-PULA,10.661,2018-12-31
2018-09-30,BOTSWANA-PULA,10.582,2018-09-30
2018-06-30,BOTSWANA-PULA,10.406,2018-06-30
2018-03-31,BOTSWANA-PULA,9.524,2018-03-31
2017-12-31,BOTSWANA-PULA,9.804,2017-12-31
2017-09-30,BOTSWANA-PULA,10.256,2017-09-30
2017-06-30,BOTSWANA-PULA,10.225,2017-06-30
2017-03-31,BOTSWANA-PULA,10.46,2017-03-31
2016-12-31,BOTSWANA-PULA,10.672,2016-12-31
2016-09-30,BOTSWANA-PULA,10.526,2016-09-30
2016-06-30,BOTSWANA-PULA,10.917,2016-06-30
2016-03-31,BOTSWANA-PULA,10.823,2016-03-31
2015-12-31,BOTSWANA-PULA,11.236,2015-12-31
2015-09-30,BOTSWANA-PULA,10.537,2015-09-30
2015-06-30,BOTSWANA-PULA,9.901,2015-06-30
2015-03-31,BOTSWANA-PULA,9.97,2015-03-31
2024-12-31,Brazil-Real,6.184,2024-12-31
2024-09-30,Brazil-Real,6.041,2024-11-29
2024-09-30,Brazil-Real,5.434,2024-09-30
2024-06-30,Brazil-Real,5.5,2024-06-30
2024-03-31,Brazil-Real,5.015,2024-03-31
2023-12-31,Brazil-Real,4.852,2023-12-31
2023-09-30,Brazil-Real,5.033,2023-09-30
2023-06-30,Brazil-Real,4.858,2023-06-30
2023-03-31,Brazil-Real,5.098,2023-03-31
2022-12-31,Brazil-Real,5.286,2022-12-31
2022-09-30,Brazil-Real,5.397,2022-09-30
2022-06-30,Brazil-Real,5.182,2022-06-30
2022-03-31,Brazil-Real,4.772,2022-03-31
2021-12-31,Brazil-Real,5.668,2021-12-31
2021-09-30,Brazil-Real,5.415,2021-09-30
2021-06-30,Brazil-Real,4.96,2021-06-30
2021-03-31,Brazil-Real,5.06,2021-06-15
2021-03-31,Brazil-Real,5.773,2021-03-31
2020-12-31,Brazil-Real,5.194,2020-12-31
2020-09-30,Brazil-Real,5.634,2020-09-30
2020-06-30,Brazil-Real,5.4,2020-06-30
2020-03-31,Brazil-Real,5.051,2020-03-31
2019-12-31,Brazil-Real,4.475,2019-12-31
2019-09-30,BRAZIL-REAL,4.159,2019-09-30
2019-06-30,BRAZIL-REAL,3.819,2019-06-30
2019-03-31,BRAZIL-REAL,3.882,2019-03-31
2018-12-31,BRAZIL-REAL,3.88,2018-12-31
2018-09-30,BRAZIL-REAL,4.015,2018-09-30
2018-06-30,BRAZIL-REAL,3.862,2018-06-30
2018-03-31,BRAZIL-REAL,3.305,2018-03-31
2017-12-31,BRAZIL-REAL,3.312,2017-12-31
2017-09-30,BRAZIL-REAL,3.187,2017-09-30
2017-06-30,BRAZIL-REAL,3.303,2017-06-30
2017-03-31,BRAZIL-REAL,3.159,2017-03-31
2016-12-31,BRAZIL-REAL,3.253,2016-12-31
2016-09-30,BRAZIL-REAL,3.257,2016-09-30
2016-06-30,BRAZIL-REAL,3.242,2016-06-30
2016-03-31,BRAZIL-REAL,3.593,2016-03-31
